user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
vamb_S1_recluster3117	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	GCF_025567095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	97.25	0.701	GCF_025567095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	97.25	0.701	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934292725.1, s__Anthropogastromicrobium sp934292725, 95.0, 94.78, 0.659; GCA_958446555.1, s__Anthropogastromicrobium sp958446555, 95.0, 90.13, 0.306	91.68	11	N/A	N/A
vamb_S1_recluster3229	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D yibonii	GCF_014297335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D yibonii	97.89	0.818	GCF_014297335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__Roseburia_D yibonii	97.89	0.818	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900771955.1, s__Roseburia_D sp900771955, 95.0, 85.94, 0.404	92.51	11	N/A	N/A
vamb_S1_recluster3343	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	GCF_900540255.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	99.17	0.891	GCF_900540255.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	99.17	0.891	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000577815.1, s__Clostridium saudiense, 95.0, 84.84, 0.418; GCF_015670405.1, s__Clostridium sp015670405, 95.0, 84.71, 0.391; GCF_900543325.1, s__Clostridium sp900543325, 95.0, 83.81, 0.301; GCF_934754925.1, s__Clostridium sp934754925, 95.0, 83.78, 0.303; GCF_015555905.1, s__Clostridium sp015555905, 95.0, 83.25, 0.297; GCA_017383505.1, s__Clostridium sp017383505, 95.0, 82.92, 0.221; GCF_019734195.1, s__Clostridium sp900766315, 95.0, 82.91, 0.288; GCF_026168755.1, s__Clostridium sp026168755, 95.0, 82.9, 0.286; GCF_004353185.1, s__Clostridium cuniculi, 95.0, 82.8, 0.303; GCF_900547475.1, s__Clostridium sp900547475, 95.0, 82.69, 0.277; GCF_910588715.1, s__Clostridium sp910588715, 95.0, 82.48, 0.253; GCF_015667795.1, s__Clostridium sp015667795, 95.0, 81.68, 0.266; GCF_000320405.1, s__Clostridium celatum, 95.0, 81.18, 0.184	95.87	11	N/A	N/A
vamb_S1_recluster439	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	GCA_900760345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	99.01	0.854	GCA_900760345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	99.01	0.854	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902493385.1, s__V9D3004 sp902493385, 95.0, 84.91, 0.491; GCA_949292725.1, s__V9D3004 sp949292725, 95.0, 79.93, 0.154	83.48	11	N/A	N/A
vamb_S1_recluster4500	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	GCA_003526845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	98.61	0.941	GCA_003526845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	98.61	0.941	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.17	11	N/A	N/A
vamb_S1_recluster4597	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	GCF_025567285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	98.54	0.83	GCF_025567285.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	98.54	0.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934247115.1, s__Coprococcus sp934247115, 95.0, 90.85, 0.588; GCF_025149915.1, s__Coprococcus eutactus, 95.0, 90.33, 0.445; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 89.87, 0.384; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 89.65, 0.333; GCA_029338615.1, s__Coprococcus sp029338615, 95.0, 89.47, 0.411; GCA_900767685.1, s__Coprococcus sp900767685, 95.24, 88.89, 0.37; GCA_934277375.1, s__Coprococcus sp934277375, 95.0, 88.61, 0.429; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 88.35, 0.372; GCA_934270935.1, s__Coprococcus sp934270935, 95.0, 87.46, 0.313; GCA_016297325.1, s__Coprococcus sp016297325, 95.0, 86.01, 0.303	94.12	11	N/A	N/A
vamb_S1_recluster567	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	GCA_900760275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	98.78	0.872	GCA_900760275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	98.78	0.872	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_904419545.1, s__Woodwardibium gallinarum, 95.0, 83.88, 0.37	93.11	11	N/A	N/A
vamb_S1_recluster602	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	GCA_000431775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	98.26	0.882	GCA_000431775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	98.26	0.882	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.33	11	N/A	N/A
vamb_S1_recluster699	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	GCA_000434335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	96.38	0.744	GCA_000434335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	96.38	0.744	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934167365.1, s__CAG-492 sp934167365, 95.0, 83.25, 0.161	89.35	11	N/A	N/A
vamb_S1_recluster737	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	GCA_000435675.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	95.35	0.866	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_000435675.1, s__Anaerotardibacter sp000435675, 95.0, 95.35, 0.866; GCA_900538545.1, s__Anaerotardibacter sp900538545, 95.0, 94.37, 0.818; GCA_958409415.1, s__Anaerotardibacter sp958409415, 95.0, 94.37, 0.798; GCA_902464295.1, s__Anaerotardibacter sp902464295, 95.0, 93.12, 0.831; GCA_900542525.1, s__Anaerotardibacter sp900542525, 95.0, 90.35, 0.718	80.44	11	N/A	N/A
vamb_S1_recluster872	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	98.19	0.837	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	98.19	0.837	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934307335.1, s__Dorea sp934307335, 95.0, 86.09, 0.298	67.47	11	N/A	N/A
vamb_S2_recluster1016	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	GCA_900545585.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	98.12	0.799	GCA_900545585.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	98.12	0.799	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 89.38, 0.604; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 88.34, 0.517; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 88.25, 0.506; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 88.1, 0.553; GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 87.96, 0.514; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 87.13, 0.523; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 87.11, 0.455; GCA_900556015.1, s__Vescimonas sp900556015, 95.0, 85.11, 0.207; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 84.06, 0.267; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 83.83, 0.24; GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 83.78, 0.194; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 83.7, 0.274; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 83.56, 0.262; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 83.24, 0.247; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 83.14, 0.231; GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 82.06, 0.165	95.85	11	N/A	N/A
vamb_S2_recluster1732	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900544655	GCA_900544655.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900544655	98.59	0.917	GCA_900544655.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900544655	98.59	0.917	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934660935.1, s__Parolsenella sp934660935, 95.0, 93.95, 0.832; GCA_958406235.1, s__Parolsenella sp958406235, 95.0, 93.94, 0.804; GCA_900552935.1, s__Parolsenella sp900552935, 95.0, 93.83, 0.822; GCF_003966955.1, s__Parolsenella catena, 95.0, 84.21, 0.259; GCF_900143685.1, s__Parolsenella massiliensis, 95.0, 83.15, 0.223; GCA_900543875.1, s__Parolsenella sp900543875, 95.0, 82.8, 0.194; GCA_934668375.1, s__Parolsenella sp934668375, 95.0, 82.32, 0.193	87.07	11	N/A	N/A
vamb_S2_recluster2590	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyrica	GCF_025567305.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyrica	98.21	0.835	GCF_025567305.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter butyrica	98.21	0.835	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934247125.1, s__Lentihominibacter sp934247125, 95.0, 92.1, 0.645	88.9	11	N/A	N/A
vamb_S2_recluster2803	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp025992705	GCA_025992705.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp025992705	99.99	1.0	GCA_025992705.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp025992705	99.99	1.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003149935.1, s__QAMH01 sp003149935, 95.0, 94.62, 0.809; GCA_900756605.1, s__QAMH01 sp900756605, 96.03, 94.5, 0.695; GCA_902475535.1, s__QAMH01 sp900556425, 95.0, 94.49, 0.785; GCA_902493755.1, s__QAMH01 sp902493755, 95.0, 90.96, 0.687; GCA_902478425.1, s__QAMH01 sp902478425, 95.0, 87.2, 0.547; GCA_900544245.1, s__QAMH01 sp900544245, 95.0, 86.77, 0.5; GCA_959608885.1, s__QAMH01 sp959608885, 95.0, 86.37, 0.508; GCA_949879855.1, s__QAMH01 sp949879855, 95.0, 85.94, 0.409; GCA_948466335.1, s__QAMH01 sp948466335, 95.0, 85.21, 0.485	92.89	11	N/A	N/A
vamb_S2_recluster3005	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	GCA_900760345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	99.01	0.891	GCA_900760345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__V9D3004 sp900760345	99.01	0.891	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902493385.1, s__V9D3004 sp902493385, 95.0, 85.69, 0.502; GCA_949292725.1, s__V9D3004 sp949292725, 95.0, 79.67, 0.158	90.61	11	N/A	N/A
vamb_S2_recluster3232	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	GCA_000435675.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000435675	95.46	0.87	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_000435675.1, s__Anaerotardibacter sp000435675, 95.0, 95.46, 0.87; GCA_900538545.1, s__Anaerotardibacter sp900538545, 95.0, 94.61, 0.81; GCA_958409415.1, s__Anaerotardibacter sp958409415, 95.0, 94.01, 0.818; GCA_902464295.1, s__Anaerotardibacter sp902464295, 95.0, 93.32, 0.85; GCA_900542525.1, s__Anaerotardibacter sp900542525, 95.0, 90.58, 0.766	92.45	11	N/A	N/A
vamb_S2_recluster3577	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	GCA_000434035.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	99.06	0.908	GCA_000434035.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	99.06	0.908	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900770415.1, s__CAG-452 sp900770415, 95.0, 94.35, 0.711; GCA_934167165.1, s__CAG-452 sp934167165, 95.0, 90.42, 0.6; GCA_945610215.1, s__CAG-452 sp945610215, 95.0, 88.34, 0.543; GCA_934162625.1, s__CAG-452 sp934162625, 95.0, 86.28, 0.265; GCA_934121925.1, s__CAG-452 sp934121925, 95.0, 85.89, 0.286; GCA_934162925.1, s__CAG-452 sp934162925, 95.0, 84.62, 0.177	87.9	11	N/A	N/A
vamb_S2_recluster4045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_030540435.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp030540435	86.45	0.441	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.29	11	0.98907	N/A
vamb_S2_recluster4374	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	GCA_000431775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	98.07	0.867	GCA_000431775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	98.07	0.867	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.87	11	N/A	N/A
vamb_S2_recluster4949	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	GCA_900760275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	98.78	0.921	GCA_900760275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	98.78	0.921	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_904419545.1, s__Woodwardibium gallinarum, 95.0, 84.11, 0.383	92.41	11	N/A	N/A
vamb_S2_recluster5161	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	98.41	0.839	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	98.41	0.839	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.65	11	N/A	N/A
vamb_S2_recluster5299	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	98.02	0.849	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	98.02	0.849	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934435205.1, s__Hominimerdicola sp934435205, 95.0, 94.74, 0.789; GCA_937898375.1, s__Hominimerdicola sp937898375, 95.0, 91.64, 0.692; GCF_900539095.1, s__Hominimerdicola sp900539095, 95.0, 90.32, 0.73; GCF_019423705.1, s__Hominimerdicola sp019423705, 95.0, 82.0, 0.216	96.54	11	N/A	N/A
vamb_S2_recluster5347	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.32	0.829	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.32	0.829	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934322085.1, s__Eubacterium_F sp934322085, 95.0, 94.45, 0.831; GCA_937902905.1, s__Eubacterium_F sp937902905, 95.0, 93.91, 0.741	93.11	11	N/A	N/A
vamb_S2_recluster5405	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.51	0.699	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.51	0.699	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 90.34, 0.679; GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 89.46, 0.664	90.37	11	N/A	N/A
vamb_S2_recluster5586	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	GCA_000434995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	98.73	0.963	GCA_000434995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	98.73	0.963	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000436835.1, s__Eubacterium_R sp000436835, 95.0, 83.61, 0.404; GCA_945874765.1, s__Eubacterium_R sp945874765, 95.0, 82.8, 0.363; GCA_900540235.1, s__Eubacterium_R sp900540235, 95.0, 81.79, 0.253	96.35	11	N/A	N/A
vamb_S2_recluster5901	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp959607715	GCA_959607715.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp959607715	95.11	0.877	GCA_959607715.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp959607715	95.11	0.877	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.25	11	N/A	N/A
