user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
vamb_S1_recluster4631	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	GCF_900095795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	99.38	0.885	GCF_900095795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	99.38	0.885	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.94	11	N/A	N/A
vamb_S1_recluster465	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	GCA_012518325.1	95.0	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.65	0.858	GCA_012518325.1	95.0	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.65	0.858	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012520315.1, s__UBA5420 sp012520315, 95.0, 82.1, 0.306	91.04	11	N/A	N/A
vamb_S1_recluster4802	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	GCA_001896555.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	99.35	0.935	GCA_001896555.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	99.35	0.935	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023230665.1, s__UBA1062 sp023230665, 95.0, 89.57, 0.613; GCA_018436855.1, s__UBA1062 sp018436855, 95.0, 88.48, 0.669; GCA_018433775.1, s__UBA1062 sp018433775, 95.0, 88.18, 0.669; GCA_018433085.1, s__UBA1062 sp018433085, 95.0, 86.58, 0.571; GCA_002316295.1, s__UBA1062 sp002316295, 95.0, 82.53, 0.166	89.83	11	N/A	N/A
vamb_S1_recluster4817	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__DTU052;g__DTU052;s__	N/A	N/A	N/A	N/A	N/A	GCA_002329495.1	95.0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__DTU052;g__DTU052;s__DTU052 sp002329495	87.5	0.533	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__DTU052;g__DTU052;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.4	11	0.95434	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
vamb_S1_recluster5183	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp009881065	GCA_009881065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp009881065	99.29	0.975	GCA_009881065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp009881065	99.29	0.975	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018262715.1, s__SR-FBR-E99 sp018262715, 95.0, 87.43, 0.562; GCA_002409145.1, s__SR-FBR-E99 sp002409145, 95.0, 82.51, 0.311; GCA_027451265.1, s__SR-FBR-E99 sp027451265, 95.0, 81.79, 0.174	96.13	11	N/A	N/A
vamb_S1_recluster5226	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_937867175.1, s__Brooklawnia sp937867175, 95.0, 82.71, 0.186	94.94	11	0.97738	N/A
vamb_S1_recluster5232	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis	GCF_001282625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis	99.28	0.867	GCF_001282625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis	99.28	0.867	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_028683355.1, s__Proteiniphilum sp028683355, 95.0, 82.31, 0.264; GCA_028709385.1, s__Proteiniphilum sp028709385, 95.0, 79.9, 0.186	94.18	11	N/A	N/A
vamb_S1_recluster5295	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA1449;g__UBA1449;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA1449;g__UBA1449;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.62	11	0.84966	N/A
vamb_S1_recluster5779	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA3924;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA3924;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.74	11	0.91417	N/A
vamb_S1_recluster5788	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5429;s__UBA5429 sp002427605	GCA_002427605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5429;s__UBA5429 sp002427605	97.83	0.919	GCA_002427605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5429;s__UBA5429 sp002427605	97.83	0.919	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5429;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_029570835.1, s__UBA5429 sp029570835, 95.0, 90.27, 0.618	95.23	11	N/A	N/A
vamb_S1_recluster58	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	GCA_013314815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	99.53	0.884	GCA_013314815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	99.53	0.884	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.52	11	N/A	N/A
vamb_S1_recluster5845	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__UBA2224;s__UBA2224 sp012719295	GCA_012719295.1	95.0	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__UBA2224;s__UBA2224 sp012719295	99.81	0.993	GCA_012719295.1	95.0	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__UBA2224;s__UBA2224 sp012719295	99.81	0.993	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__UBA2224;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002348185.1, s__UBA2224 sp002348185, 95.0, 91.07, 0.811	91.3	11	N/A	N/A
vamb_S1_recluster5963	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	GCA_012521055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	99.59	0.922	GCA_012521055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	99.59	0.922	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002385825.1, s__UBA1426 sp002385825, 95.0, 95.43, 0.759	96.35	11	N/A	N/A
vamb_S1_recluster6027	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp003444615	GCA_003444615.1	95.0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp003444615	99.21	0.842	GCA_003444615.1	95.0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp003444615	99.21	0.842	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.48	11	N/A	N/A
vamb_S1_recluster6040	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431;s__UBA1431 sp002329665	GCA_002329665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431;s__UBA1431 sp002329665	98.74	0.939	GCA_002329665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431;s__UBA1431 sp002329665	98.74	0.939	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.64	11	N/A	N/A
vamb_S1_recluster6070	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga infera_B	GCF_900157305.1	95.0	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga infera_B	98.9	0.912	GCF_900157305.1	95.0	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga infera_B	98.9	0.912	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002305955.1, s__Mesotoga sp002305955, 95.0, 89.96, 0.805	94.08	11	N/A	N/A
vamb_S1_recluster867	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__MWCO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__MWCO01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	81.53	11	0.87917	N/A
vamb_S2_recluster2308	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__JALOAF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_022705745.1	95.0	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__JALOAF01;s__JALOAF01 sp022705745	90.29	0.44	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__JALOAF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023228925.1, s__JALOAF01 sp023228925, 95.0, 85.67, 0.236	53.62	4	0.97621	N/A
vamb_S2_recluster2809	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CALCQG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_937897575.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CALCQG01;s__CALCQG01 sp937897575	81.43	0.177	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CALCQG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.49	11	0.88631	N/A
vamb_S2_recluster3110	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.03	11	0.95682	N/A
vamb_S2_recluster3206	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__JAAZGG01;s__JAAZGG01 sp012511355	GCA_012511355.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__JAAZGG01;s__JAAZGG01 sp012511355	99.81	0.821	GCA_012511355.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__JAAZGG01;s__JAAZGG01 sp012511355	99.81	0.821	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.61	11	N/A	N/A
vamb_S2_recluster4170	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900320485	GCA_900320485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900320485	97.79	0.766	GCA_900320485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900320485	97.79	0.766	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.87	11	N/A	N/A
vamb_S2_recluster4257	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__JAAYPI01;s__JAAYPI01 sp012519885	GCA_012519885.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__JAAYPI01;s__JAAYPI01 sp012519885	98.88	0.848	GCA_012519885.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__JAAYPI01;s__JAAYPI01 sp012519885	98.88	0.848	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__JAAYPI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.47	11	N/A	N/A
vamb_S2_recluster4294	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__MWDD01;s__MWDD01 sp002070375	GCA_002070375.1	95.0	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__MWDD01;s__MWDD01 sp002070375	98.19	0.919	GCA_002070375.1	95.0	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__MWDD01;s__MWDD01 sp002070375	98.19	0.919	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__MWDD01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_028689875.1, s__MWDD01 sp028689875, 95.0, 85.99, 0.55	82.94	11	N/A	N/A
vamb_S2_recluster4302	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__DUMC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__DUMC01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.76	11	0.93781	N/A
vamb_S2_recluster5131	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__JAAYCX01 sp012719455	GCA_012719455.1	95.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__JAAYCX01 sp012719455	99.85	0.975	GCA_012719455.1	95.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__JAAYCX01 sp012719455	99.85	0.975	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016934555.1, s__JAAYCX01 sp016934555, 95.0, 87.08, 0.539; GCA_012729555.1, s__JAAYCX01 sp012729555, 95.0, 86.18, 0.598	90.94	11	N/A	N/A
vamb_S2_recluster5356	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__DTKD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__DTKD01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.83	11	0.94747	N/A
vamb_S2_recluster5536	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__JAAZJU01;s__JAAZJU01 sp012800195	GCA_012800195.1	95.0	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__JAAZJU01;s__JAAZJU01 sp012800195	99.56	0.859	GCA_012800195.1	95.0	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__JAAZJU01;s__JAAZJU01 sp012800195	99.56	0.859	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.75	11	N/A	N/A
vamb_S2_recluster6205	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__JAGPNC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__JAGPNC01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.92	11	0.94667	N/A
vamb_S2_recluster6207	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	GCA_012519985.1	95.0	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	99.63	0.88	GCA_012519985.1	95.0	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	99.63	0.88	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023412475.1, s__JAAYPC01 sp023412475, 95.0, 83.26, 0.362	87.09	11	N/A	N/A
vamb_S2_recluster6253	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__UBA1362;s__UBA1362 sp002306085	GCA_002306085.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__UBA1362;s__UBA1362 sp002306085	99.69	0.921	GCA_002306085.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__UBA1362;s__UBA1362 sp002306085	99.69	0.921	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.08	11	N/A	N/A
vamb_S2_recluster6275	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__GWF2-43-63;s__GWF2-43-63 sp012520175	GCA_012520175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__GWF2-43-63;s__GWF2-43-63 sp012520175	99.82	0.927	GCA_012520175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__GWF2-43-63;s__GWF2-43-63 sp012520175	99.82	0.927	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__GWF2-43-63;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.21	11	N/A	N/A
vamb_S2_recluster6291	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYOS01;g__JAAYOS01;s__JAAYOS01 sp012520195	GCA_012520195.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYOS01;g__JAAYOS01;s__JAAYOS01 sp012520195	99.61	0.814	GCA_012520195.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYOS01;g__JAAYOS01;s__JAAYOS01 sp012520195	99.61	0.814	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYOS01;g__JAAYOS01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.22	11	N/A	N/A
vamb_S2_recluster6294	d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.64	11	0.83455	N/A
vamb_S2_recluster6304	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__JAAZKA01;s__JAAZKA01 sp012800055	GCA_012800055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__JAAZKA01;s__JAAZKA01 sp012800055	99.87	0.949	GCA_012800055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__JAAZKA01;s__JAAZKA01 sp012800055	99.87	0.949	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__JAAZKA01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.8	11	N/A	N/A
vamb_S2_recluster6375	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.18	11	0.95192	N/A
vamb_S2_recluster6429	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp019136215	GCA_019136215.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp019136215	99.55	0.873	GCA_019136215.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp019136215	99.55	0.873	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.05	11	N/A	N/A
vamb_S2_recluster6468	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYOS01;g__JAAYOS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYOS01;g__JAAYOS01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.72	11	0.95915	N/A
vamb_S2_recluster6560	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__DUPG01 sp012838425	GCA_012838425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__DUPG01 sp012838425	99.79	0.971	GCA_012838425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__DUPG01 sp012838425	99.79	0.971	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__DUPG01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.5	11	N/A	N/A
